,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,attention_2,pm_highest,pm_lowest,am_highest,am_lowest,most_sim,most_diff,across_highest,across_lowest,range_3_highest_1,range_3_highest_2,range_3_lowest_1,range_3_lowest_2,range_12_highest,range_12_lowest,file
0,8.476,5.57,3.04,2.608,2.069,4.854,2.748,3.1889999999999996,4.638,3.803,3.0,4.57,9.495,7.021,5.945,36.458,21.174,7.04,9.849,9.041,5.64,9.604,12.265,5.6370000000000005,46.388000000000005,2020-03-02 19.11.38.txt
1,8.668,2.157,3.637,2.54,2.239,2.845,2.154,1.745,2.5639999999999996,2.659,3.0,7.343999999999999,8.424,5.784,3.741,22.203000000000003,12.533,5.24,4.805,19.205,8.381,10.025,10.003,5.42,6.902,2020-03-03 08.25.07.txt
2,4.062,3.095,1.77,3.764,2.184,1.99,2.017,2.374,2.622,1.756,3.0,2.7289999999999996,11.462,3.77,4.001,11.798,15.068,3.88,6.961,8.53,5.871,17.426,7.941,8.616,7.068,2020-03-03 08.59.16.txt
3,3.242,2.278,2.375,2.645,2.522,4.823,3.238,1.9909999999999999,3.363,2.443,3.0,3.0860000000000003,3.0589999999999997,4.632,3.388,5.32,9.283,4.819,2.805,4.731,2.694,3.642,5.567,2.5989999999999998,2.5839999999999996,2020-03-03 10.53.26.txt
4,2.85,5.0489999999999995,2.588,3.4019999999999997,5.2010000000000005,1.875,3.7110000000000003,2.199,3.517,3.9010000000000002,3.0,4.688,3.429,5.228,14.716,12.072000000000001,20.605,13.2,10.019,25.778000000000002,10.502,12.26,6.815,16.575,9.649,2020-03-03 17.10.04.txt
5,7.519,2.011,2.359,3.611,3.267,1.933,1.558,2.149,2.3369999999999997,2.785,3.0,4.463,3.478,2.447,2.5869999999999997,5.073,10.099,3.781,5.667999999999999,6.397,6.593,6.252999999999999,6.974,2.248,5.377000000000001,2020-03-05 08.37.56.txt
6,3.242,3.716,4.123,3.458,2.39,3.221,2.545,2.61,3.102,2.207,3.0,7.066,3.514,3.4560000000000004,3.29,7.882000000000001,10.850999999999999,2.929,3.8160000000000003,11.26,4.1739999999999995,5.025,3.7960000000000003,10.843,4.94,2020-03-05 09.02.08.txt
7,4.46,1.4509999999999998,1.4969999999999999,1.953,2.04,2.434,5.6339999999999995,3.8089999999999997,2.2030000000000003,1.986,3.0,2.585,2.7680000000000002,2.952,10.444,14.419,15.35,3.505,4.405,5.4,7.72,4.686,7.131,10.86,3.821,2020-03-05 09.41.31.txt
8,13.789000000000001,6.229,2.648,4.042,4.556,3.187,3.702,4.477,4.9430000000000005,4.154,3.0,6.812,9.583,3.2430000000000003,7.845,14.254000000000001,5.31,11.624,12.38,5.313,4.252,3.906,4.628,9.232000000000001,9.78,2020-03-05 09.47.56.txt
9,3.832,2.6919999999999997,1.865,2.3569999999999998,2.54,2.154,1.6159999999999999,2.8680000000000003,2.085,2.0380000000000003,3.0,2.819,2.846,5.026,19.788,26.655,12.054,2.8939999999999997,5.684,4.795,4.939,3.27,3.984,7.696000000000001,5.39,2020-03-05 10.18.47.txt
