,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,attention_3,pm_highest,pm_lowest,am_highest,am_lowest,most_sim,most_diff,across_highest,across_lowest,range_3_highest_1,range_3_highest_2,range_3_lowest_1,range_3_lowest_2,range_12_highest,range_12_lowest,file
0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2020-09-16 18.24.40.txt
1,1,0,1,1,1,1,1,1,1,1,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-17 11.41.51.txt
2,1,1,1,1,0,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2020-09-18 19.56.06.txt
3,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-18 20.42.35.txt
4,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-18 21.20.59.txt
5,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-23 17.53.53.txt
6,1,1,1,0,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-24 03.47.04.txt
7,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2020-09-24 12.03.20.txt
8,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 15.50.56.txt
9,0,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2020-09-25 15.57.16.txt
10,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.00.22.txt
11,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2020-09-25 16.03.34.txt
12,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.11.44.txt
13,0,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.12.52.txt
14,1,1,1,1,1,1,1,1,1,1,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.25.02.txt
15,1,1,1,1,1,0,1,1,1,1,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2020-09-25 16.27.22.txt
16,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.37.56.txt
17,1,1,1,1,1,1,1,1,1,1,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2020-09-25 16.40.15.txt
18,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.42.03.txt
19,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2020-09-25 16.42.13.txt
20,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.46.51.txt
21,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.48.04.txt
22,1,1,1,1,1,1,1,1,0,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.53.18.txt
23,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.53.35.txt
24,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 16.54.27.txt
25,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.10.22.txt
26,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.10.29.txt
27,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2020-09-25 17.16.18.txt
28,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.19.02.txt
29,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.21.36.txt
30,1,1,1,1,1,1,1,1,1,1,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2020-09-25 17.22.09.txt
31,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.27.01.txt
32,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.29.46.txt
33,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.41.09.txt
34,1,1,1,1,1,0,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2020-09-25 17.43.28.txt
35,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.45.45.txt
36,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.53.45.txt
37,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 17.58.29.txt
38,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 18.08.34.txt
39,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2020-09-25 18.11.07.txt
40,1,1,1,1,1,1,1,1,1,1,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2020-09-25 18.25.59.txt
41,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2020-09-25 18.38.16.txt
42,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 18.39.32.txt
43,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 18.40.23.txt
44,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 18.51.12.txt
45,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 19.00.10.txt
46,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 19.42.51.txt
47,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 19.57.13.txt
48,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2020-09-25 20.41.53.txt
49,1,1,0,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 21.02.10.txt
50,1,1,1,1,1,1,1,1,1,1,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2020-09-25 22.27.08.txt
51,1,1,1,1,0,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 23.02.45.txt
52,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 23.05.38.txt
53,1,1,1,1,1,1,1,1,1,1,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-25 23.52.25.txt
54,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-09-26 11.06.54.txt
55,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-10-13 09.51.03.txt
56,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2020-10-13 23.21.40.txt
